age,months_as_customer,policy_annual_premium,umbrella_limit,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,claim_ratio,avg_claim_per_vehicle,injury_ratio,property_ratio,vehicle_ratio,high_claim_flag,no_witness_high_claim,incident_type,incident_severity,policy_state,insured_sex,collision_type,nlp_fraud_score,fraud_label
32,102,1537.07,3000000,11,1,1,0,47400,9480,4740,33180,30.817843141079408,23700.0,0.1999957806797325,0.09999789033986625,0.6999852323790637,1,1,2,2,2,1,3,0.4040630399613154,1
40,182,1022.42,0,13,1,0,2,71100,7110,14220,49770,69.47294365949463,35550.0,0.09999859355002039,0.19999718710004077,0.6999901548501427,1,0,2,2,1,1,1,0.1363528675630868,0
46,282,1558.86,0,2,1,2,2,69400,13880,6940,48580,44.49117228469222,34700.0,0.19999711819714414,0.09999855909857207,0.6999899136900045,1,0,2,1,2,1,1,0.1363528675630868,0
39,222,1757.87,0,9,3,2,1,55000,5000,10000,40000,31.270076810679587,13750.0,0.09090743804658097,0.18181487609316194,0.7272595043726477,1,0,0,0,2,1,2,0.4616602198282877,1
52,415,973.5,0,15,2,1,3,51090,7860,7860,35370,52.426885582349925,17030.0,0.15384314262786009,0.15384314262786009,0.6922941418253704,1,0,0,2,1,1,2,0.1363528675630868,0
34,51,1430.8,0,23,1,2,3,64200,6420,19260,38520,44.8386646179634,32100.0,0.09999844239186305,0.2999953271755892,0.5999906543511784,1,0,2,0,2,1,3,0.5597630786895753,1
45,255,1192.27,0,16,1,2,0,67320,12240,12240,42840,56.416401987815,33660.0,0.1818154810534603,0.1818154810534603,0.636354183687111,1,1,2,2,0,1,1,0.1363528675630868,0
31,143,1163.83,0,21,4,2,0,76120,6920,13840,55360,65.3485916399818,15224.0,0.090907896638247,0.181815793276494,0.727263173105976,1,1,0,0,0,1,3,0.1363528675630868,0
28,130,1003.15,0,21,2,2,1,85020,13080,13080,58860,84.6686252053976,28340.0,0.15384434433845756,0.15384434433845756,0.692299549523059,1,0,0,1,2,0,1,0.1363528675630868,0
41,242,1153.54,6000000,3,3,0,1,68090,12380,12380,43330,58.9758691773347,17022.5,0.18181551159477757,0.18181551159477757,0.6363542905817215,1,0,0,1,2,1,2,0.1363528675630868,0
27,96,1631.1,0,4,1,1,2,6030,670,670,4690,3.6946265547454202,3015.0,0.11109268777980434,0.11109268777980434,0.7776488144586304,0,0,1,3,0,0,0,0.1335860877134362,0
35,180,1252.48,0,17,1,1,3,5100,1020,510,3570,4.068672814883365,2550.0,0.19996079200156833,0.09998039600078416,0.6998627720054891,0,0,3,1,0,1,0,0.0993852642810706,0
30,150,1677.26,0,7,1,1,3,4590,510,510,3570,2.7349755103500053,2295.0,0.11108690917011545,0.11108690917011545,0.7776083641908081,0,0,3,3,1,1,0,0.1099832439422607,0
59,463,979.73,0,14,2,1,2,72400,7240,14480,50680,73.82256074556707,24133.333333333332,0.09999861880360769,0.19999723760721538,0.6999903316252538,1,0,0,0,0,0,1,0.5597630786895753,1
64,472,989.24,0,13,1,2,3,70900,14180,7090,49630,71.59880433026336,35450.0,0.199997179165315,0.0999985895826575,0.6999901270786025,1,0,2,0,1,1,1,0.1363528675630868,0
25,75,1389.86,0,23,2,2,3,65100,6510,6510,52080,46.80557353004616,21700.0,0.09999846392528533,0.09999846392528533,0.7999877114022826,1,0,0,2,0,0,3,0.1363528675630868,0
40,193,1233.85,0,23,3,2,1,64260,0,14280,49980,52.0387091549581,16065.0,0.0,0.2222187641026439,0.7777656743592537,1,0,0,2,2,0,3,0.1285283970832825,0
43,43,1320.39,0,16,1,2,1,79970,7270,21810,50890,60.51960435601904,39985.0,0.09090795413337335,0.27272386240012003,0.6363556789336134,1,0,2,0,0,0,2,0.4040630399613154,1
41,253,1435.09,0,17,1,2,0,56610,6290,6290,44030,39.419534987361516,28305.0,0.1111091483987211,0.1111091483987211,0.7777640387910477,1,1,2,2,1,0,2,0.1285283970832825,0
30,152,1448.54,0,9,1,1,1,84590,7690,7690,69210,58.35644411330491,42295.0,0.09090801621921954,0.09090801621921954,0.8181721459729758,1,0,2,0,1,0,3,0.4774945961345326,1
38,160,1733.56,0,13,3,2,1,66780,7420,14840,44520,38.49967715155429,16695.0,0.11110944729788413,0.22221889459576827,0.6666566837873048,1,0,0,0,2,1,3,0.1363528675630868,0
36,56,1533.07,0,13,1,1,2,58500,0,6500,52000,38.133853083627216,29250.0,0.0,0.11110921180834515,0.8888736944667612,1,0,2,0,1,1,2,0.1363528675630868,0
41,286,1106.77,0,3,1,2,0,5000,500,500,4000,4.51357231194201,2500.0,0.09998000399920016,0.09998000399920016,0.7998400319936013,0,1,1,3,0,0,0,0.0873722219467163,0
29,3,995.7,5000000,3,1,2,1,5000,500,1000,3500,5.0165546302799235,2500.0,0.09998000399920016,0.19996000799840033,0.6998600279944012,1,0,1,3,0,0,0,0.5597630786895753,1
41,286,1298.85,6000000,16,3,1,3,54450,6050,12100,36300,41.88944878255184,13612.5,0.11110907054048594,0.22221814108097188,0.6666544232429157,1,0,0,0,0,0,1,0.1285283970832825,0
38,239,1276.73,5000000,12,3,1,3,61920,6880,6880,48160,48.46094245263084,15480.0,0.11110931671000146,0.11110931671000146,0.7777652169700102,1,0,0,0,2,0,1,0.1199742857615153,0
29,64,1202.28,0,4,1,1,2,43700,4370,4370,34960,36.31739910910179,21850.0,0.09999771172284387,0.09999771172284387,0.799981693782751,1,0,2,1,2,1,3,0.5597630786895753,1
31,98,671.92,0,3,1,2,0,64080,7120,7120,49840,95.22677287047495,32040.0,0.11110937719448823,0.11110937719448823,0.7777656403614176,1,1,2,1,1,1,1,0.1285283970832825,0
35,16,1358.03,0,0,1,2,1,55000,10000,10000,35000,40.47004113227817,27500.0,0.18181487609316194,0.18181487609316194,0.6363520663260668,1,0,2,2,0,1,2,0.4616602198282877,1
27,70,1008.79,4000000,19,1,2,3,4400,0,550,3850,4.357341625486487,2200.0,0.0,0.1249715973642354,0.8748011815496478,0,0,3,3,1,0,0,0.1099832439422607,0
27,75,1141.1,0,15,2,0,1,71640,5970,11940,53730,62.72655634357763,23880.0,0.08333217012604514,0.1666643402520903,0.7499895311344063,1,0,0,1,2,1,3,0.1363528675630868,0
44,246,1397.0,0,6,1,1,0,61740,6860,6860,48020,44.163090128755364,30870.0,0.11110931147859607,0.11110931147859607,0.7777651803501725,1,1,2,1,2,1,2,0.1285283970832825,0
27,110,1664.66,0,3,1,0,3,57500,5750,5750,46000,34.52085059375863,28750.0,0.09999826089981044,0.09999826089981044,0.7999860871984835,1,0,2,2,2,0,3,0.1363528675630868,0
39,236,1151.39,4000000,17,1,0,0,8700,870,1740,6090,7.549527503709681,4350.0,0.09998850706815308,0.19997701413630617,0.6999195494770716,1,1,1,1,1,0,0,0.0873722219467163,0
46,267,1546.01,0,4,4,2,1,77100,15420,7710,53970,49.83807473771986,15420.0,0.1999974059999222,0.0999987029999611,0.6999909209997276,1,0,0,2,2,0,1,0.1285283970832825,0
57,463,1063.67,0,14,1,2,0,59400,6600,6600,46200,55.79193552931894,29700.0,0.11110924058517534,0.11110924058517534,0.7777646840962273,1,1,2,1,0,1,1,0.1199742857615153,0
46,303,709.14,0,3,3,1,0,54890,9980,4990,39920,77.29461796265525,13722.5,0.1818148694685832,0.0909074347342916,0.7272594778743328,1,1,0,1,1,1,2,0.1285283970832825,0
30,137,1039.55,0,4,3,2,1,74030,6730,13460,53840,71.14506751237327,18507.5,0.0909078629222893,0.1818157258445786,0.7272629033783145,1,0,0,1,0,1,1,0.1285283970832825,0
42,56,1339.39,0,13,1,1,2,61490,11180,11180,39130,45.87470810734189,30745.0,0.1818152249922753,0.1818152249922753,0.6363532874729635,1,0,2,2,0,0,2,0.1285283970832825,0
27,75,1202.75,0,23,3,0,2,79560,6630,13260,59670,66.09345794392523,19890.0,0.08333228591898041,0.16666457183796082,0.7499905732708236,1,0,0,1,1,1,1,0.1363528675630868,0
33,131,1081.17,0,3,1,0,1,4900,490,490,3920,4.527939233207352,2450.0,0.09997959600081616,0.09997959600081616,0.7998367680065293,0,0,1,1,0,1,0,0.0873722219467163,0
34,153,991.39,0,0,3,1,0,77770,14140,14140,49490,78.36636806094378,19442.5,0.18181584395211584,0.18181584395211584,0.6363554538324054,1,1,0,2,0,1,3,0.1363528675630868,0
43,255,984.02,0,14,2,2,2,74700,7470,14940,52290,75.83602363403789,24900.0,0.09999866132983494,0.19999732265966988,0.6999906293088446,1,0,0,0,1,0,3,0.4616602198282877,1
26,103,1354.83,0,14,2,2,2,40600,4060,4060,32480,29.944757086065362,13533.333333333334,0.09999753700647768,0.09999753700647768,0.7999802960518214,1,0,0,1,0,1,1,0.1199742857615153,0
28,97,830.31,0,22,1,1,0,45270,10060,10060,25150,54.45621970143509,22635.0,0.2222173135119613,0.2222173135119613,0.5555432837799033,1,1,2,2,2,1,2,0.1285283970832825,0
36,214,987.42,7000000,17,3,0,3,47080,4280,8560,34240,47.63157362254912,11770.0,0.0909071600008496,0.1818143200016992,0.7272572800067968,1,0,0,1,0,0,1,0.1285283970832825,0
57,438,1119.29,0,14,1,0,0,40700,4070,4070,32560,36.329878870649566,20350.0,0.09999754305791013,0.09999754305791013,0.799980344463281,1,1,2,1,2,0,3,0.4040630399613154,1
27,87,1048.39,0,2,1,2,1,34650,6300,3150,25200,33.019182572732724,17325.0,0.18181293469163948,0.09090646734581974,0.7272517387665579,1,0,2,1,2,0,3,0.1285283970832825,0
28,27,1074.47,0,4,1,2,0,3200,400,400,2400,2.9754432945595877,1600.0,0.12496094970321775,0.12496094970321775,0.7497656982193065,0,0,1,3,2,1,0,0.1335860877134362,0
42,206,1230.76,0,2,1,1,1,78980,7180,14360,57440,64.11963369487563,39490.0,0.09090793988427597,0.18181587976855193,0.7272635190742077,1,0,2,0,0,1,2,0.4774945961345326,1
31,127,1255.02,0,10,1,1,0,6160,560,1120,4480,4.904380503495167,3080.0,0.09089433533517287,0.18178867067034574,0.727154682681383,0,1,1,1,2,1,0,0.1335860877134362,0
60,422,1555.52,0,11,1,1,1,85250,15500,7750,62000,54.76961426772544,42625.0,0.1818160490786032,0.0909080245393016,0.7272641963144127,1,0,2,0,1,0,1,0.1285283970832825,0
50,303,836.11,5000000,1,4,1,2,72840,12140,6070,54630,87.01365411953029,14568.0,0.16666437857799865,0.08333218928899933,0.7499897036009939,1,0,0,0,0,1,3,0.1285283970832825,0
40,228,1450.98,0,20,1,0,2,6050,1100,1100,3850,4.166724059560049,3025.0,0.18178813419269543,0.18178813419269543,0.636258469674434,0,0,1,3,1,1,0,0.1335860877134362,0
39,239,625.08,0,10,1,2,3,87890,15980,7990,63920,140.3814209046767,43945.0,0.18181611314013948,0.09090805657006974,0.7272644525605579,1,0,2,0,1,0,1,0.4774945961345326,1
47,330,1133.27,0,20,2,0,2,60500,11000,5500,44000,53.3382704294392,20166.666666666668,0.1818151766086511,0.09090758830432555,0.7272607064346044,1,0,0,2,0,0,3,0.5597630786895753,1
35,128,1366.6,0,10,3,2,1,88220,16040,16040,56140,64.50716583796432,22055.0,0.18181612087824894,0.18181612087824894,0.6363564230738713,1,0,0,1,1,0,1,0.1285283970832825,0
37,147,1439.9,6000000,2,2,1,2,53680,9760,4880,39040,37.254493719203275,17893.333333333332,0.18181479480635607,0.09090739740317803,0.7272591792254243,1,0,0,2,2,0,2,0.1285283970832825,0
45,287,1230.69,0,19,1,0,2,53800,5380,5380,43040,43.679822033141456,26900.0,0.09999814129848887,0.09999814129848887,0.799985130387911,1,0,2,1,2,1,1,0.1363528675630868,0
29,142,1307.68,0,10,1,1,2,54360,4530,9060,40770,41.53803832869762,27180.0,0.08333180037158992,0.16666360074317985,0.7499862033443093,1,0,2,0,2,0,2,0.4616602198282877,1
35,162,1124.69,0,14,1,0,3,54340,9880,4940,39520,48.272615018344304,27170.0,0.18181483594339448,0.09090741797169724,0.7272593437735779,1,0,2,0,0,0,3,0.1363528675630868,0
35,140,1520.78,0,5,1,0,2,2860,520,260,2080,1.8793780967025457,1430.0,0.18175463124781546,0.09087731562390773,0.7270185249912618,0,0,1,3,2,0,0,0.4040630399613154,1
28,106,1609.11,0,8,1,2,1,5490,0,1220,4270,3.409704926992566,2745.0,0.0,0.22218175195774906,0.7776361318521217,0,0,3,1,2,1,0,0.0993852642810706,0
45,292,1358.91,0,4,1,0,2,7370,670,1340,5360,5.419476288872057,3685.0,0.09089675756342423,0.18179351512684847,0.7271740605073939,1,0,3,3,0,1,0,0.0993852642810706,0
34,34,1295.87,0,4,3,1,0,50800,5080,5080,40640,39.1712353589797,12700.0,0.0999980315348123,0.0999980315348123,0.7999842522784985,1,1,0,0,2,0,3,0.5597630786895753,1
48,290,1161.03,5000000,20,2,1,1,41520,5190,5190,31140,35.73057494212714,13840.0,0.12499698947520532,0.12499698947520532,0.7499819368512319,1,0,0,1,0,1,3,0.1363528675630868,0
38,182,1441.06,0,18,1,2,3,89650,8150,16300,65200,62.16800965285772,44825.0,0.09090807687588538,0.18181615375177076,0.7272646150070831,1,0,2,2,2,0,3,0.1285283970832825,0
55,362,1097.99,0,0,3,0,3,39690,0,0,39690,36.11497829825567,9922.5,0.0,0.0,0.9999748053714947,1,0,0,2,2,0,2,0.1363528675630868,0
32,143,1464.42,0,1,1,2,0,62260,5660,5660,50940,42.486113196216785,31130.0,0.09090763078010311,0.09090763078010311,0.818168677020928,1,1,2,0,0,0,2,0.1363528675630868,0
38,183,1543.68,0,17,1,0,1,51920,9440,4720,37760,33.61213973120646,25960.0,0.18181467999460718,0.09090733999730359,0.7272587199784287,1,0,2,0,0,0,3,0.4616602198282877,1
40,254,1390.89,5000000,23,1,2,2,53460,9720,4860,38880,38.40820754513646,26730.0,0.18181478086829653,0.09090739043414826,0.7272591234731861,1,0,2,1,0,1,1,0.1285283970832825,0
43,249,1148.58,0,4,3,2,1,57100,5710,5710,45680,49.67031437568504,14275.0,0.09999824871718534,0.09999824871718534,0.7999859897374827,1,0,0,2,2,0,2,0.1363528675630868,0
36,169,1616.26,0,0,3,2,3,77440,14080,7040,56320,47.88345720539678,19360.0,0.18181583398974704,0.09090791699487352,0.7272633359589882,1,0,0,2,1,1,1,0.1363528675630868,0
40,235,1398.94,0,11,1,1,2,68300,6830,13660,47810,48.78780519165107,34150.0,0.09999853589259308,0.19999707178518616,0.6999897512481515,1,0,2,1,0,1,3,0.1285283970832825,0
32,112,1238.92,0,4,1,0,2,5060,460,920,3680,4.080908445706174,2530.0,0.09089112823552657,0.18178225647105314,0.7271290258842126,0,0,1,3,2,1,0,0.0873722219467163,0
32,16,968.46,0,0,3,0,2,59400,6600,13200,39600,61.27122315515854,14850.0,0.11110924058517534,0.22221848117035067,0.666655443511052,1,0,0,2,0,1,3,0.5597630786895753,1
31,128,1045.12,0,2,3,0,2,69930,0,15540,54390,66.84701563874125,17482.5,0.0,0.22221904448670832,0.7777666557034791,1,0,0,0,0,0,3,0.4616602198282877,1
27,103,1537.33,0,11,3,1,1,77700,7770,15540,54390,50.50931854673575,19425.0,0.0999987130152765,0.199997426030553,0.6999909911069355,1,0,0,1,1,0,1,0.1199742857615153,0
54,356,912.3,0,23,3,2,1,68750,12500,12500,43750,75.27646994415855,17187.5,0.1818155372285494,0.1818155372285494,0.6363543802999229,1,0,0,0,2,1,1,0.5597630786895753,1
29,109,1007.28,6000000,17,3,1,3,91080,16560,16560,57960,90.33205062085929,22770.0,0.18181618559304355,0.18181618559304355,0.6363566495756524,1,0,0,1,2,0,3,0.1285283970832825,0
20,2,1189.98,4000000,22,1,1,3,48360,4030,8060,36270,40.605215872642695,24180.0,0.08333161018175803,0.16666322036351605,0.7499844916358223,1,0,2,1,1,0,3,0.1285283970832825,0
34,198,1576.41,0,18,1,1,1,95000,9500,9500,76000,60.225306039647265,47500.0,0.09999894737950127,0.09999894737950127,0.7999915790360101,1,0,2,0,2,1,3,0.1363528675630868,0
32,107,1172.82,4000000,8,1,1,3,3900,780,390,2730,3.322485559966605,1950.0,0.19994873109459113,0.09997436554729557,0.699820558831069,0,0,3,3,2,1,0,0.1099832439422607,0
39,252,1312.22,9000000,15,3,0,3,59400,11880,5940,41580,45.23232969342532,14850.0,0.1999966330533156,0.0999983165266578,0.6999882156866046,1,0,0,1,0,1,1,0.4040630399613154,1
43,303,671.01,7000000,20,1,2,0,60210,6690,6690,46830,89.59688099879466,30105.0,0.11110926574878345,0.11110926574878345,0.7777648602414842,1,1,2,1,2,0,2,0.1199742857615153,0
32,101,895.14,0,4,1,0,3,43600,8720,4360,30520,48.653112236927264,21800.0,0.19999541294924428,0.09999770647462214,0.699983945322355,1,0,2,1,0,1,1,0.1199742857615153,0
57,446,1373.21,0,10,3,0,0,62800,6280,12560,43960,45.69898341592624,15700.0,0.0999984076686677,0.1999968153373354,0.6999888536806739,1,1,0,2,1,1,1,0.1363528675630868,0
48,330,1625.65,0,10,1,1,3,59500,11900,5950,41650,36.57824362954538,29750.0,0.19999663871195442,0.09999831935597721,0.6999882354918405,1,0,2,0,2,1,3,0.1363528675630868,0
37,211,1295.63,4000000,22,3,1,0,53460,5940,5940,41580,41.22995765947109,13365.0,0.11110903275284786,0.11110903275284786,0.7777632292699351,1,1,0,2,2,0,1,0.1363528675630868,0
33,172,1459.96,6000000,15,3,0,1,41690,7580,7580,26530,28.53603110283649,10422.5,0.18181382072869445,0.18181382072869445,0.6363483725504305,1,0,0,2,0,0,3,0.1363528675630868,0
46,316,1219.94,7000000,13,1,0,1,63100,6310,12620,44170,51.68149130997428,31550.0,0.09999841523906118,0.19999683047812236,0.6999889066734283,1,0,2,1,2,0,3,0.1199742857615153,0
60,435,1064.49,5000000,23,1,2,1,62880,5240,10480,47160,59.01510103332739,31440.0,0.08333200807875193,0.16666401615750387,0.7499880727087673,1,0,2,2,2,1,1,0.4040630399613154,1
51,344,959.83,0,18,3,2,2,75400,17400,11600,46400,78.47381951021512,18850.0,0.23076617020994417,0.1538441134732961,0.6153764538931844,1,0,0,0,0,0,3,0.5597630786895753,1
40,204,1767.02,0,7,1,1,1,46200,4200,8400,33600,26.13092612074524,23100.0,0.09090712322244107,0.18181424644488214,0.7272569857795286,1,0,2,2,2,1,2,0.1363528675630868,0
47,278,1285.01,0,21,1,2,2,58500,5850,5850,46800,45.48953740639653,29250.0,0.09999829062751064,0.09999829062751064,0.7999863250200852,1,0,2,0,1,1,2,0.1363528675630868,0
57,434,1422.95,0,15,3,1,3,66240,11040,11040,44160,46.51848730643632,16560.0,0.16666415060159115,0.16666415060159115,0.6666566024063646,1,0,0,0,2,1,2,0.1285283970832825,0
36,209,1223.39,0,17,3,1,3,65440,8180,8180,49080,53.447022599008484,16360.0,0.12499808988248957,0.12499808988248957,0.7499885392949375,1,0,0,2,1,0,2,0.1285283970832825,0
43,250,1539.06,0,2,1,0,3,64200,10700,10700,42800,41.68668753165461,32100.0,0.1666640706531051,0.1666640706531051,0.6666562826124204,1,0,2,1,0,1,1,0.1199742857615153,0
25,61,988.06,0,1,3,1,0,32320,4040,4040,24240,32.67749175985279,8080.0,0.12499613254540391,0.12499613254540391,0.7499767952724234,1,1,0,1,1,0,2,0.1285283970832825,0
28,80,1740.57,0,3,1,0,1,33480,3720,3720,26040,19.224033487026073,16740.0,0.11110779247931662,0.11110779247931662,0.7777545473552164,1,0,2,0,0,0,2,0.1285283970832825,0
38,25,1540.91,7000000,0,1,1,1,4320,480,960,2880,2.8017199447438563,2160.0,0.111085396898866,0.222170793797732,0.666512381393196,0,0,3,3,2,1,0,0.0993852642810706,0
29,4,1381.88,5000000,4,1,0,2,4200,840,420,2940,3.0371398819854214,2100.0,0.19995239228755057,0.09997619614377529,0.699833373006427,0,0,3,3,0,1,0,0.0993852642810706,0
29,32,1446.98,0,11,3,2,0,57970,10540,5270,42160,40.03508335750494,14492.5,0.18181504545376137,0.09090752272688069,0.7272601818150455,1,1,0,1,2,1,1,0.1363528675630868,0
31,125,1220.86,0,4,1,1,2,4320,0,960,3360,3.535593275825381,2160.0,0.0,0.222170793797732,0.777597778292062,0,0,1,3,1,1,0,0.1335860877134362,0
45,276,948.1,0,11,3,0,2,69300,13860,6930,48510,73.01654198714571,17325.0,0.19999711403875847,0.09999855701937924,0.6999898991356546,1,0,0,1,0,0,1,0.1285283970832825,0
30,148,1471.24,0,4,3,2,2,32480,4060,4060,24360,22.06162038798022,8120.0,0.12499615159631784,0.12499615159631784,0.7499769095779071,1,0,0,1,2,0,3,0.1199742857615153,0
38,222,1157.97,0,20,1,2,2,60480,6720,6720,47040,52.18426706472126,30240.0,0.11110927398687191,0.11110927398687191,0.7777649179081034,1,0,2,2,1,1,1,0.1285283970832825,0
38,32,566.11,5000000,22,1,0,0,2640,440,440,1760,4.65518153444658,1320.0,0.16660355925785686,0.16660355925785686,0.6664142370314274,0,1,1,3,0,1,0,0.0873722219467163,0
27,78,1060.88,0,4,1,0,3,6050,550,1100,4400,5.697442272196481,3025.0,0.09089406709634772,0.18178813419269543,0.7271525367707817,1,0,1,3,2,1,0,0.1335860877134362,0
43,238,1524.45,4000000,21,4,0,0,42700,4270,4270,34160,27.991740142253104,8540.0,0.09999765813446992,0.09999765813446992,0.7999812650757594,1,1,0,2,2,1,2,0.4774945961345326,1
47,313,1556.17,0,20,1,1,3,40260,3660,7320,29280,25.854595195129626,20130.0,0.09090683291522814,0.18181366583045627,0.7272546633218251,1,0,2,0,1,1,1,0.4616602198282877,1
50,334,1216.24,0,7,1,2,0,50000,5000,10000,35000,41.07653379777201,25000.0,0.0999980000399992,0.1999960000799984,0.6999860002799944,1,1,2,0,2,1,2,0.1199742857615153,0
35,190,1484.72,5000000,4,1,0,1,3840,640,320,2880,2.584605443825216,1920.0,0.16662327518875292,0.08331163759437646,0.7498047383493882,0,0,1,3,1,0,0,0.1335860877134362,0
41,194,1203.81,0,17,3,0,2,95900,13700,20550,61650,79.59761290161934,23975.0,0.14285565322572236,0.21428347983858353,0.6428504395157506,1,0,0,1,0,1,2,0.1199742857615153,0
47,290,1393.34,0,20,3,1,3,56160,6240,12480,37440,40.27712035801885,14040.0,0.11110913267213902,0.22221826534427805,0.6666547960328342,1,0,0,1,1,1,3,0.1363528675630868,0
42,26,1484.48,0,10,1,2,3,63030,5730,11460,45840,42.430729461184264,31515.0,0.09090764861734701,0.18181529723469403,0.7272611889387761,1,0,2,0,2,1,3,0.1363528675630868,0
41,254,1581.27,5000000,8,1,2,2,63470,5770,11540,46160,40.11325500704684,31735.0,0.09090765861574578,0.18181531723149155,0.7272612689259662,1,0,2,1,0,0,1,0.1285283970832825,0
38,199,1281.25,0,6,1,0,2,44440,8080,4040,32320,34.657828036654315,22220.0,0.1818140905920209,0.09090704529601044,0.7272563623680836,1,0,2,0,0,0,1,0.4040630399613154,1
35,137,1667.83,0,4,1,1,1,6600,1200,1200,4200,3.954866583175039,3300.0,0.1817906377821542,0.1817906377821542,0.6362672322375398,0,0,1,1,1,1,0,0.0873722219467163,0
36,134,1497.41,0,17,3,2,0,77200,9650,9650,57900,51.52127922264267,19300.0,0.12499838084998899,0.12499838084998899,0.7499902850999339,1,1,0,1,2,1,3,0.1363528675630868,0
30,73,803.36,0,15,3,0,0,57000,0,11400,45600,70.86379233179173,14250.0,0.0,0.1999964912896265,0.799985965158506,1,1,0,2,2,0,2,0.1285283970832825,0
45,289,1221.41,0,9,1,2,1,2700,300,300,2100,2.208751564532358,1350.0,0.11106997408367271,0.11106997408367271,0.777489818585709,0,0,3,3,2,0,0,0.1099832439422607,0
36,176,1865.83,5000000,17,1,2,1,47300,4300,8600,34400,25.33706872077265,23650.0,0.09090716898162829,0.18181433796325658,0.7272573518530263,1,0,2,2,2,1,2,0.1285283970832825,0
37,145,1434.27,0,13,1,2,3,55110,5010,10020,40080,38.39695667017356,27555.0,0.09090744134564788,0.18181488269129575,0.727259530765183,1,0,2,0,2,0,2,0.1363528675630868,0
31,164,1114.68,0,5,1,1,0,4320,480,480,3360,3.8720780152014913,2160.0,0.111085396898866,0.111085396898866,0.777597778292062,0,1,3,3,1,0,0,0.0993852642810706,0
38,186,1218.56,0,23,3,2,2,68760,11460,5730,51570,56.380989865197286,17190.0,0.16666424281205916,0.08333212140602958,0.7499890926542663,1,0,0,2,2,0,1,0.4616602198282877,1
31,85,1234.69,9000000,1,2,2,1,74400,14880,7440,52080,60.209275789235164,24800.0,0.19999731186408784,0.09999865593204392,0.6999905915243074,1,0,0,0,0,0,1,0.4616602198282877,1
33,162,964.92,0,17,4,2,1,35300,3530,3530,28240,36.545469604108,7060.0,0.09999716721905895,0.09999716721905895,0.7999773377524716,1,0,0,0,2,0,2,0.4774945961345326,1
57,396,1351.72,0,3,1,1,3,2640,480,480,1680,1.9516233958247087,1320.0,0.1817493373722075,0.1817493373722075,0.6361226808027263,0,0,1,1,0,1,0,0.1335860877134362,0
41,270,817.28,0,17,3,1,1,60190,4630,9260,46300,73.55672874810578,15047.5,0.07692179894004086,0.15384359788008173,0.7692179894004088,1,0,0,2,0,1,2,0.4040630399613154,1
39,168,1389.59,0,23,3,1,3,41580,3780,7560,30240,29.900977283023753,10395.0,0.09090690459584906,0.18181380919169812,0.7272552367667925,1,0,0,0,0,0,2,0.4040630399613154,1
45,274,1353.53,0,13,1,0,0,58500,11700,0,46800,43.18841221678368,29250.0,0.1999965812550213,0.0,0.7999863250200852,1,1,2,1,1,0,3,0.4616602198282877,1
43,263,1294.04,0,17,1,2,3,79320,13220,6610,59490,61.24907338769459,39660.0,0.16666456549967854,0.08333228274983927,0.7499905447485533,1,0,2,1,1,0,2,0.1199742857615153,0
33,152,840.81,0,2,1,0,2,82610,7510,7510,67590,98.13378315771968,41305.0,0.09090799046131871,0.09090799046131871,0.8181719141518684,1,0,2,1,2,0,2,0.4616602198282877,1
41,46,998.19,0,23,3,1,3,78600,13100,19650,45850,78.66371761126513,19650.0,0.1666645462525922,0.24999681937888832,0.5833259118840727,1,0,0,2,2,0,2,0.4616602198282877,1
46,276,1090.32,0,17,1,1,2,51390,5710,5710,39970,47.08976285599091,25695.0,0.11110894903776926,0.11110894903776926,0.7777626432643848,1,0,2,1,2,1,1,0.4774945961345326,1
44,234,1780.67,0,3,1,1,0,70200,7020,7020,56160,39.401235919109595,35100.0,0.09999857551886725,0.09999857551886725,0.799988604150938,1,1,2,0,1,1,3,0.5597630786895753,1
30,64,1681.01,0,16,1,2,1,4900,490,1470,2940,2.9131812533813712,2450.0,0.09997959600081616,0.2999387880024485,0.599877576004897,0,0,1,1,0,1,0,0.0873722219467163,0
62,456,1395.77,0,13,3,1,3,66480,5540,11080,49860,47.59552395884791,16620.0,0.08333207984236098,0.16666415968472195,0.7499887185812488,1,0,0,0,2,0,3,0.4040630399613154,1
23,58,1471.44,5000000,8,1,2,1,50380,4580,9160,36640,34.21531607399962,25190.0,0.09090728647704492,0.18181457295408984,0.7272582918163594,1,0,2,0,2,1,2,0.4040630399613154,1
61,475,1265.72,0,23,1,0,2,64350,9900,9900,44550,50.80049261083744,32175.0,0.15384376311168435,0.15384376311168435,0.6922969340025796,1,0,2,0,0,0,1,0.1363528675630868,0
29,96,1274.7,5000000,15,3,2,3,55400,5540,11080,38780,43.42713804185937,13850.0,0.09999819497842999,0.19999638995685998,0.6999873648490099,1,0,0,0,1,1,2,0.4040630399613154,1
28,99,1330.39,0,3,1,2,2,49900,4990,9980,34930,37.47962655570494,24950.0,0.09999799603214364,0.19999599206428728,0.6999859722250055,1,0,2,2,2,1,1,0.1199742857615153,0
28,38,1122.95,4000000,4,3,0,3,74880,12480,12480,49920,66.62218070198853,18720.0,0.16666444091291516,0.16666444091291516,0.6666577636516606,1,0,0,1,2,1,3,0.1285283970832825,0
